,Province Code,Province,CSD Code,CSD Name / Nom de la SDR 2011,Census Population / Population de recensement 2011,CWB / IBC 2011,Community Type / Type de collectivité 2011,2A Population / Population 2A 2006,CWB / IBC 2006,2A Population / Population 2A 2001,CWB / IBC 2001,2A Population / Population 2A 1996,CWB / IBC 1996,CWB 2006/2011,CWB 2001/2006,CWB 1996/2001,POP 2006/2011,POP 2001/2006,POP 1996/2001
3890,47,Saskatchewan,4717801,Seekaskootch 119,2612.0,50,First Nations Communities,1752.0,47,1834.0,47,1552,43,0.06,0.0,0.0851063829787234,0.32924961715160794,-0.04680365296803653,0.15376226826608505
3891,47,Saskatchewan,4717802,Makaoo (Part) 120,410.0,50,First Nations Communities,390.0,45,397.0,46,369,42,0.1,-0.022222222222222223,0.08695652173913043,0.04878048780487805,-0.017948717948717947,0.07052896725440806
3892,47,Saskatchewan,4717803,Thunderchild First Nation 115B,792.0,44,First Nations Communities,819.0,45,752.0,46,538,42,-0.022727272727272728,-0.022222222222222223,0.08695652173913043,-0.03409090909090909,0.08180708180708181,0.2845744680851064
3894,47,Saskatchewan,4717805,Flying Dust First Nation 105 (Meadow Lake 10,506.0,64,First Nations Communities,619.0,55,575.0,60,450,56,0.140625,-0.09090909090909091,0.06666666666666667,-0.22332015810276679,0.07108239095315025,0.21739130434782608
3895,47,Saskatchewan,4717806,Waterhen 130,670.0,44,First Nations Communities,727.0,45,577.0,52,650,47,-0.022727272727272728,-0.15555555555555556,0.09615384615384616,-0.08507462686567165,0.2063273727647868,-0.1265164644714038
3896,47,Saskatchewan,4717807,Makwa Lake 129B,905.0,51,First Nations Communities,800.0,41,736.0,41,658,36,0.19607843137254902,0.0,0.12195121951219512,0.11602209944751381,0.08,0.10597826086956522
3898,47,Saskatchewan,4717809,Ministikwan 161,818.0,38,First Nations Communities,533.0,33,573.0,42,564,36,0.13157894736842105,-0.2727272727272727,0.14285714285714285,0.3484107579462103,-0.075046904315197,0.015706806282722512
3899,47,Saskatchewan,4717810,Ministikwan 161A,220.0,28,First Nations Communities,198.0,25,198.0,34,156,22,0.10714285714285714,-0.36,0.35294117647058826,0.1,0.0,0.21212121212121213
3901,47,Saskatchewan,4717812,Moosomin 112B,748.0,48,First Nations Communities,465.0,39,514.0,46,455,40,0.1875,-0.1794871794871795,0.13043478260869565,0.3783422459893048,-0.1053763440860215,0.11478599221789883
3902,47,Saskatchewan,4717813,Saulteaux 159,451.0,45,First Nations Communities,432.0,39,479.0,46,338,46,0.13333333333333333,-0.1794871794871795,0.0,0.04212860310421286,-0.1087962962962963,0.29436325678496866
3922,47,Saskatchewan,4718058,Sandy Bay,1233.0,51,First Nations Communities,1175.0,45,1092.0,51,959,50,0.11764705882352941,-0.13333333333333333,0.0196078431372549,0.047039740470397405,0.07063829787234042,0.12179487179487179
3934,47,Saskatchewan,4718801,Cumberland House Cree Nation 20,715.0,54,First Nations Communities,595.0,51,392.0,52,395,48,0.05555555555555555,-0.0196078431372549,0.07692307692307693,0.16783216783216784,0.3411764705882353,-0.007653061224489796
3935,47,Saskatchewan,4718802,Montreal Lake 106,999.0,49,First Nations Communities,880.0,49,861.0,51,659,48,0.0,-0.04081632653061224,0.058823529411764705,0.11911911911911911,0.02159090909090909,0.2346109175377468
3936,47,Saskatchewan,4718803,Stanley 157,1634.0,56,First Nations Communities,1467.0,49,1248.0,51,992,47,0.125,-0.04081632653061224,0.0784313725490196,0.102203182374541,0.1492842535787321,0.20512820512820512
3937,47,Saskatchewan,4718807,La Plonge 192,115.0,64,First Nations Communities,139.0,51,120.0,57,123,63,0.203125,-0.11764705882352941,-0.10526315789473684,-0.20869565217391303,0.1366906474820144,-0.025
3938,47,Saskatchewan,4718808,Morin Lake 217,618.0,46,First Nations Communities,406.0,35,381.0,47,336,42,0.2391304347826087,-0.34285714285714286,0.10638297872340426,0.343042071197411,0.06157635467980296,0.11811023622047244
3941,47,Saskatchewan,4718811,Sucker River 156C (Nemebien River 156C),400.0,55,First Nations Communities,290.0,53,278.0,45,216,49,0.03636363636363636,0.1509433962264151,-0.08888888888888889,0.275,0.041379310344827586,0.22302158273381295
3942,47,Saskatchewan,4718812,Kitsakie 156B,644.0,48,First Nations Communities,671.0,38,560.0,43,559,42,0.20833333333333334,-0.13157894736842105,0.023255813953488372,-0.04192546583850932,0.16542473919523099,0.0017857142857142857
3944,47,Saskatchewan,4718814,Wapachewunak 192D,482.0,63,First Nations Communities,526.0,53,434.0,57,436,52,0.15873015873015872,-0.07547169811320754,0.08771929824561403,-0.0912863070539419,0.17490494296577946,-0.004608294930875576
3945,47,Saskatchewan,4718817,Canoe Lake 165,716.0,48,First Nations Communities,822.0,50,747.0,59,635,52,-0.041666666666666664,-0.18,0.11864406779661017,-0.14804469273743018,0.09124087591240876,0.1499330655957162
3946,47,Saskatchewan,4718818,Buffalo River Dene Nation 193 (Peter Pond La,764.0,54,First Nations Communities,741.0,52,607.0,56,539,57,0.037037037037037035,-0.07692307692307693,-0.017857142857142856,0.030104712041884817,0.18083670715249664,0.11202635914332784
3948,47,Saskatchewan,4718820,Pelican Narrows 184B,1913.0,39,First Nations Communities,1342.0,42,1153.0,38,1404,43,-0.07692307692307693,0.09523809523809523,-0.13157894736842105,0.29848405645582854,0.14083457526080476,-0.21769297484822203
3950,47,Saskatchewan,4718822,Southend 200,904.0,51,First Nations Communities,910.0,51,696.0,46,647,47,0.0,0.09803921568627451,-0.021739130434782608,-0.00663716814159292,0.23516483516483516,0.07040229885057471
3952,47,Saskatchewan,4718824,Fond du Lac 227,874.0,53,First Nations Communities,801.0,52,682.0,47,751,51,0.018867924528301886,0.09615384615384616,-0.0851063829787234,0.08352402745995423,0.14856429463171036,-0.10117302052785923
3954,47,Saskatchewan,4718828,Chicken 224,1070.0,44,First Nations Communities,1109.0,43,1054.0,39,997,40,0.022727272727272728,0.09302325581395349,-0.02564102564102564,-0.03644859813084112,0.04959422903516682,0.054079696394686905
3956,47,Saskatchewan,4718831,Grandmother's Bay 219,337.0,53,First Nations Communities,320.0,49,264.0,51,197,47,0.07547169811320754,-0.04081632653061224,0.0784313725490196,0.050445103857566766,0.175,0.2537878787878788
3957,47,Saskatchewan,4718832,Lac La Hache 220,1251.0,40,First Nations Communities,953.0,42,984.0,41,843,44,-0.05,0.023809523809523808,-0.07317073170731707,0.23820943245403678,-0.03252885624344176,0.14329268292682926
3959,47,Saskatchewan,4718839,Clearwater River Dene 222,778.0,42,First Nations Communities,658.0,39,584.0,52,548,45,0.07142857142857142,-0.3333333333333333,0.1346153846153846,0.15424164524421594,0.11246200607902736,0.06164383561643835
4010,48,Alberta,4803801,Piikani 147,1217.0,53,First Nations Communities,1300.0,54,1537.0,54,1662,52,-0.018867924528301886,0.0,0.037037037037037035,-0.06820049301561217,-0.1823076923076923,-0.08132726089785296
4011,48,Alberta,4803802,Blood 148,4679.0,47,First Nations Communities,4177.0,53,3852.0,50,4326,50,-0.1276595744680851,0.05660377358490566,0.0,0.10728788202607395,0.07780703854440986,-0.12305295950155763
4047,48,Alberta,4805802,Siksika 146,2972.0,57,First Nations Communities,2767.0,58,2767.0,53,2678,52,-0.017543859649122806,0.08620689655172414,0.018867924528301886,0.0689771197846568,0.0,0.032164799421756415
4068,48,Alberta,4806803,Eden Valley 216,587.0,37,First Nations Communities,370.0,41,509.0,36,432,43,-0.10810810810810811,0.12195121951219512,-0.19444444444444445,0.3696763202725724,-0.37567567567567567,0.1512770137524558
4130,48,Alberta,4808813,Montana 139,653.0,44,First Nations Communities,635.0,48,580.0,48,394,52,-0.09090909090909091,0.0,-0.08333333333333333,0.027565084226646247,0.08661417322834646,0.32068965517241377
4135,48,Alberta,4809806,O'Chiese 203,751.0,39,First Nations Communities,450.0,50,504.0,46,440,42,-0.28205128205128205,0.08,0.08695652173913043,0.4007989347536618,-0.12,0.12698412698412698
4136,48,Alberta,4809809,Sunchild 202,677.0,47,First Nations Communities,482.0,49,598.0,44,436,43,-0.0425531914893617,0.10204081632653061,0.022727272727272728,0.2880354505169867,-0.24066390041493776,0.2709030100334448
4137,48,Alberta,4809810,Big Horn 144A,134.0,21,First Nations Communities,161.0,45,192.0,40,124,44,-1.1428571428571428,0.1111111111111111,-0.1,-0.20149253731343283,-0.19254658385093168,0.3541666666666667
4222,48,Alberta,4811803,Louis Bull 138B,1309.0,44,First Nations Communities,1180.0,43,892.0,50,852,48,0.022727272727272728,-0.16279069767441862,0.04,0.0985485103132162,0.2440677966101695,0.04484304932735426
4224,48,Alberta,4811805,Alexander 134,1027.0,63,First Nations Communities,962.0,61,839.0,57,709,54,0.031746031746031744,0.06557377049180328,0.05263157894736842,0.06329113924050633,0.12785862785862787,0.15494636471990464
4225,48,Alberta,4811806,Wabamun 133A,1069.0,43,First Nations Communities,1088.0,46,998.0,45,858,43,-0.06976744186046512,0.021739130434782608,0.044444444444444446,-0.01777362020579981,0.08272058823529412,0.1402805611222445
4242,48,Alberta,4812802,Unipouheos 121,813.0,52,First Nations Communities,749.0,48,586.0,45,528,39,0.07692307692307693,0.0625,0.13333333333333333,0.07872078720787208,0.21762349799732977,0.09897610921501707
4243,48,Alberta,4812804,Puskiakiwenin 122,484.0,56,First Nations Communities,411.0,52,432.0,55,292,45,0.07142857142857142,-0.057692307692307696,0.18181818181818182,0.15082644628099173,-0.051094890510948905,0.32407407407407407
4245,48,Alberta,4812808,White Fish Lake 128,1188.0,58,First Nations Communities,1237.0,54,1175.0,50,1049,52,0.06896551724137931,0.07407407407407407,-0.04,-0.041245791245791245,0.050121261115602264,0.1072340425531915
4246,48,Alberta,4812810,Cold Lake 149,594.0,60,First Nations Communities,438.0,59,439.0,48,542,50,0.016666666666666666,0.1864406779661017,-0.041666666666666664,0.26262626262626265,-0.00228310502283105,-0.23462414578587698
4247,48,Alberta,4812811,Kehewin 123,1065.0,52,First Nations Communities,1007.0,51,991.0,42,854,48,0.019230769230769232,0.17647058823529413,-0.14285714285714285,0.054460093896713614,0.015888778550148957,0.13824419778002017
4249,48,Alberta,4812815,Cold Lake 149B,149.0,55,First Nations Communities,105.0,55,110.0,49,93,49,0.0,0.10909090909090909,0.0,0.2953020134228188,-0.047619047619047616,0.15454545454545454
4250,48,Alberta,4812828,Beaver Lake 131,423.0,58,First Nations Communities,379.0,47,390.0,52,306,40,0.1896551724137931,-0.10638297872340426,0.23076923076923078,0.10401891252955082,-0.029023746701846966,0.2153846153846154
4288,48,Alberta,4813811,Alexis 133,817.0,43,First Nations Communities,734.0,44,809.0,48,765,43,-0.023255813953488372,-0.09090909090909091,0.10416666666666667,0.10159118727050184,-0.10217983651226158,0.054388133498145856
4304,48,Alberta,4815802,"Stoney 142, 143, 144",3494.0,44,First Nations Communities,2529.0,48,2173.0,38,2157,44,-0.09090909090909091,0.20833333333333334,-0.15789473684210525,0.2761877504293074,0.14076710162119416,0.007363092498849517
4307,48,Alberta,4816817,Janvier 194,295.0,62,First Nations Communities,271.0,50,252.0,52,254,52,0.1935483870967742,-0.04,0.0,0.08135593220338982,0.07011070110701106,-0.007936507936507936
4308,48,Alberta,4816821,Gregoire Lake 176,274.0,58,First Nations Communities,81.0,61,105.0,61,70,62,-0.05172413793103448,0.0,-0.01639344262295082,0.7043795620437956,-0.2962962962962963,0.3333333333333333
4318,48,Alberta,4816859,Fort Mackay,562.0,76,First Nations Communities,521.0,65,437.0,62,347,57,0.14473684210526316,0.046153846153846156,0.08064516129032258,0.07295373665480427,0.16122840690978887,0.20594965675057209
4338,48,Alberta,4817819,Wabasca 166A,738.0,58,First Nations Communities,648.0,49,510.0,48,488,45,0.15517241379310345,0.02040816326530612,0.0625,0.12195121951219512,0.21296296296296297,0.043137254901960784
4340,48,Alberta,4817822,Wabasca 166C,182.0,49,First Nations Communities,173.0,45,182.0,35,187,41,0.08163265306122448,0.2222222222222222,-0.17142857142857143,0.04945054945054945,-0.05202312138728324,-0.027472527472527472
4341,48,Alberta,4817823,Wabasca 166D,885.0,61,First Nations Communities,863.0,55,860.0,52,496,50,0.09836065573770492,0.05454545454545454,0.038461538461538464,0.024858757062146894,0.0034762456546929316,0.4232558139534884
4345,48,Alberta,4817828,Drift Pile River 150,800.0,57,First Nations Communities,720.0,57,655.0,56,622,56,0.0,0.017543859649122806,0.0,0.1,0.09027777777777778,0.050381679389312976
4346,48,Alberta,4817829,Sucker Creek 150A,677.0,63,First Nations Communities,594.0,62,549.0,65,471,61,0.015873015873015872,-0.04838709677419355,0.06153846153846154,0.12259970457902511,0.07575757575757576,0.14207650273224043
4348,48,Alberta,4817831,Swan River 150E,312.0,63,First Nations Communities,305.0,60,307.0,62,303,58,0.047619047619047616,-0.03333333333333333,0.06451612903225806,0.022435897435897436,-0.006557377049180328,0.013029315960912053
4351,48,Alberta,4817835,Fox Lake 162,1875.0,37,First Nations Communities,1753.0,39,1254.0,37,1290,37,-0.05405405405405406,0.05128205128205128,0.0,0.06506666666666666,0.28465487735310896,-0.028708133971291867
4353,48,Alberta,4817837,John d'Or Prairie 215,1123.0,44,First Nations Communities,1025.0,47,851.0,42,713,46,-0.06818181818181818,0.10638297872340426,-0.09523809523809523,0.08726625111308994,0.16975609756097562,0.16216216216216217
4355,48,Alberta,4817840,Tall Cree 173A,163.0,54,First Nations Communities,123.0,56,183.0,52,190,49,-0.037037037037037035,0.07142857142857142,0.057692307692307696,0.24539877300613497,-0.4878048780487805,-0.03825136612021858
4358,48,Alberta,4817843,Child Lake 164A,188.0,56,First Nations Communities,160.0,61,156.0,65,121,55,-0.08928571428571429,-0.06557377049180328,0.15384615384615385,0.14893617021276595,0.025,0.22435897435897437
4359,48,Alberta,4817845,Hay Lake 209,949.0,47,First Nations Communities,951.0,46,915.0,48,838,43,0.02127659574468085,-0.043478260869565216,0.10416666666666667,-0.002107481559536354,0.03785488958990536,0.08415300546448087
4360,48,Alberta,4817848,Bushe River 207,492.0,50,First Nations Communities,400.0,53,318.0,62,166,50,-0.06,-0.16981132075471697,0.1935483870967742,0.18699186991869918,0.205,0.4779874213836478
4361,48,Alberta,4817849,Upper Hay River 212,292.0,46,First Nations Communities,289.0,47,347.0,43,338,40,-0.021739130434782608,0.0851063829787234,0.06976744186046512,0.010273972602739725,-0.20069204152249134,0.025936599423631124
4366,48,Alberta,4817856,Woodland Cree 226,706.0,51,First Nations Communities,439.0,54,417.0,53,316,55,-0.058823529411764705,0.018518518518518517,-0.03773584905660377,0.3781869688385269,0.05011389521640091,0.2422062350119904
4375,48,Alberta,4818816,Sturgeon Lake 154,1162.0,60,First Nations Communities,1051.0,55,871.0,51,910,45,0.08333333333333333,0.07272727272727272,0.11764705882352941,0.09552495697074011,0.17126546146527116,-0.04477611940298507
4399,48,Alberta,4819815,Horse Lakes 152B,402.0,60,First Nations Communities,335.0,56,324.0,53,322,54,0.06666666666666667,0.05357142857142857,-0.018867924528301886,0.16666666666666666,0.03283582089552239,0.006172839506172839
4417,59,British Columbia,5901803,Kootenay 1,104.0,62,First Nations Communities,159.0,67,166.0,68,160,66,-0.08064516129032258,-0.014925373134328358,0.029411764705882353,-0.5288461538461539,-0.0440251572327044,0.03614457831325301
4418,59,British Columbia,5901804,Columbia Lake 3,131.0,65,First Nations Communities,153.0,68,165.0,71,176,70,-0.046153846153846156,-0.04411764705882353,0.014084507042253521,-0.16793893129770993,-0.0784313725490196,-0.06666666666666667
4420,59,British Columbia,5901806,Shuswap,293.0,78,First Nations Communities,169.0,75,176.0,66,180,73,0.038461538461538464,0.12,-0.10606060606060606,0.4232081911262799,-0.04142011834319527,-0.022727272727272728
4441,59,British Columbia,5903807,Creston 1,113.0,61,First Nations Communities,124.0,68,122.0,69,113,70,-0.11475409836065574,-0.014705882352941176,-0.014492753623188406,-0.09734513274336283,0.016129032258064516,0.07377049180327869
4470,59,British Columbia,5907802,Osoyoos 1,628.0,73,First Nations Communities,599.0,72,567.0,71,523,71,0.0136986301369863,0.013888888888888888,0.0,0.04617834394904458,0.05342237061769616,0.07760141093474426
4471,59,British Columbia,5907803,Penticton 1,1667.0,72,First Nations Communities,1470.0,71,901.0,69,1073,74,0.013888888888888888,0.028169014084507043,-0.07246376811594203,0.11817636472705459,0.3870748299319728,-0.19089900110987792
4490,59,British Columbia,5909804,Chawathil 4,163.0,61,First Nations Communities,171.0,58,152.0,57,145,51,0.04918032786885246,0.017241379310344827,0.10526315789473684,-0.049079754601226995,0.1111111111111111,0.046052631578947366
4497,59,British Columbia,5909812,Schkam 2,132.0,45,First Nations Communities,138.0,58,129.0,56,65,55,-0.28888888888888886,0.034482758620689655,0.017857142857142856,-0.045454545454545456,0.06521739130434782,0.49612403100775193
4503,59,British Columbia,5909819,Kahmoose 4,88.0,60,First Nations Communities,73.0,66,65.0,65,66,62,-0.1,0.015151515151515152,0.046153846153846156,0.17045454545454544,0.1095890410958904,-0.015384615384615385
4504,59,British Columbia,5909821,Kwawkwawapilt 6,342.0,72,First Nations Communities,351.0,74,360.0,73,358,66,-0.027777777777777776,0.013513513513513514,0.0958904109589041,-0.02631578947368421,-0.02564102564102564,0.005555555555555556
4505,59,British Columbia,5909824,Skwah 4,216.0,57,First Nations Communities,230.0,58,205.0,58,219,52,-0.017543859649122806,0.0,0.10344827586206896,-0.06481481481481481,0.10869565217391304,-0.06829268292682927
4508,59,British Columbia,5909827,Soowahlie 14,187.0,62,First Nations Communities,211.0,65,234.0,64,191,67,-0.04838709677419355,0.015384615384615385,-0.046875,-0.12834224598930483,-0.10900473933649289,0.18376068376068377
4509,59,British Columbia,5909830,Tzeachten 13,1467.0,74,First Nations Communities,1188.0,74,683.0,73,575,68,0.0,0.013513513513513514,0.0684931506849315,0.1901840490797546,0.42508417508417506,0.1581259150805271
4516,59,British Columbia,5909837,Cheam 1,223.0,61,First Nations Communities,205.0,58,212.0,60,164,62,0.04918032786885246,-0.034482758620689655,-0.03333333333333333,0.08071748878923767,-0.03414634146341464,0.22641509433962265
4518,59,British Columbia,5909839,Chehalis 5,537.0,60,First Nations Communities,560.0,59,460.0,61,476,56,0.016666666666666666,-0.03389830508474576,0.08196721311475409,-0.04283054003724395,0.17857142857142858,-0.034782608695652174
4531,59,British Columbia,5909878,Matsqui Main 2,81.0,59,First Nations Communities,75.0,64,73.0,57,66,61,-0.0847457627118644,0.109375,-0.07017543859649122,0.07407407407407407,0.02666666666666667,0.0958904109589041
4532,59,British Columbia,5909879,Holachten 8,316.0,71,First Nations Communities,266.0,67,322.0,74,283,68,0.056338028169014086,-0.1044776119402985,0.08108108108108109,0.15822784810126583,-0.21052631578947367,0.12111801242236025
4533,59,British Columbia,5909880,Lakahahmen 11,185.0,68,First Nations Communities,214.0,66,242.0,55,206,68,0.029411764705882353,0.16666666666666666,-0.23636363636363636,-0.15675675675675677,-0.1308411214953271,0.1487603305785124
4535,59,British Columbia,5909882,Squawkum Creek 3,108.0,63,First Nations Communities,97.0,57,83.0,59,65,55,0.09523809523809523,-0.03508771929824561,0.06779661016949153,0.10185185185185185,0.14432989690721648,0.21686746987951808
4561,59,British Columbia,5915801,Semiahmoo,108.0,76,First Nations Communities,109.0,75,131.0,73,200,60,0.013157894736842105,0.02666666666666667,0.1780821917808219,-0.009259259259259259,-0.2018348623853211,-0.5267175572519084
4562,59,British Columbia,5915802,Tsawwassen,720.0,86,First Nations Communities,674.0,89,474.0,81,512,78,-0.03488372093023256,0.0898876404494382,0.037037037037037035,0.06388888888888888,0.29673590504451036,-0.08016877637130802
4563,59,British Columbia,5915803,Musqueam 2,1569.0,83,First Nations Communities,1371.0,79,1305.0,82,1392,83,0.04819277108433735,-0.0379746835443038,-0.012195121951219513,0.12619502868068833,0.04814004376367615,-0.06666666666666667
4568,59,British Columbia,5915808,Capilano 5,2700.0,78,First Nations Communities,2492.0,77,2230.0,78,2141,77,0.01282051282051282,-0.012987012987012988,0.01282051282051282,0.07703703703703704,0.10513643659711075,0.03991031390134529
4574,59,British Columbia,5915825,Matsqui 4,498.0,71,First Nations Communities,426.0,70,417.0,66,443,67,0.014084507042253521,0.05714285714285714,-0.015151515151515152,0.14457831325301204,0.02112676056338028,-0.06235011990407674
4575,59,British Columbia,5915830,Katzie 1,229.0,62,First Nations Communities,246.0,60,224.0,59,176,55,0.03225806451612903,0.016666666666666666,0.06779661016949153,-0.07423580786026202,0.08943089430894309,0.21428571428571427
4597,59,British Columbia,5917803,East Saanich 2,1709.0,75,First Nations Communities,1637.0,73,1429.0,70,1470,68,0.02666666666666667,0.0410958904109589,0.02857142857142857,0.042129900526623756,0.12706169822846672,-0.028691392582225334
4603,59,British Columbia,5917815,Gordon River 2,96.0,61,First Nations Communities,101.0,57,105.0,63,88,64,0.06557377049180328,-0.10526315789473684,-0.015873015873015872,-0.052083333333333336,-0.039603960396039604,0.1619047619047619
4618,59,British Columbia,5919801,Halalt 2,160.0,58,First Nations Communities,152.0,59,115.0,53,132,61,-0.017241379310344827,0.1016949152542373,-0.1509433962264151,0.05,0.24342105263157895,-0.14782608695652175
4620,59,British Columbia,5919803,Tsussie 6,88.0,55,First Nations Communities,73.0,49,67.0,42,86,46,0.10909090909090909,0.14285714285714285,-0.09523809523809523,0.17045454545454544,0.0821917808219178,-0.2835820895522388
4621,59,British Columbia,5919804,Chemainus 13,683.0,51,First Nations Communities,684.0,50,557.0,48,557,47,0.0196078431372549,0.04,0.020833333333333332,-0.0014641288433382138,0.18567251461988304,0.0
4626,59,British Columbia,5919814,Malachan 11,162.0,60,First Nations Communities,199.0,64,184.0,64,163,59,-0.06666666666666667,0.0,0.078125,-0.22839506172839505,0.07537688442211055,0.11413043478260869
4646,59,British Columbia,5921805,Nanoose,204.0,63,First Nations Communities,191.0,56,207.0,61,190,64,0.1111111111111111,-0.08928571428571429,-0.04918032786885246,0.06372549019607843,-0.08376963350785341,0.0821256038647343
4658,59,British Columbia,5923801,Ahahswinis 1,160.0,66,First Nations Communities,148.0,65,117.0,67,101,68,0.015151515151515152,-0.03076923076923077,-0.014925373134328358,0.075,0.20945945945945946,0.13675213675213677
4664,59,British Columbia,5923807,Ittatsoo 1,240.0,66,First Nations Communities,200.0,61,208.0,51,191,55,0.07575757575757576,0.16393442622950818,-0.0784313725490196,0.16666666666666666,-0.04,0.08173076923076923
4668,59,British Columbia,5923813,Opitsat 1,156.0,62,First Nations Communities,174.0,47,148.0,49,151,50,0.24193548387096775,-0.0425531914893617,-0.02040816326530612,-0.11538461538461539,0.14942528735632185,-0.02027027027027027
4672,59,British Columbia,5923823,Esowista 3,176.0,57,First Nations Communities,160.0,54,140.0,56,125,58,0.05263157894736842,-0.037037037037037035,-0.03571428571428571,0.09090909090909091,0.125,0.10714285714285714
4673,59,British Columbia,5923824,Refuge Cove 6,72.0,64,First Nations Communities,103.0,62,77.0,67,91,56,0.03125,-0.08064516129032258,0.16417910447761194,-0.4305555555555556,0.2524271844660194,-0.18181818181818182
4722,59,British Columbia,5929803,Sechelt (Part),797.0,73,First Nations Communities,827.0,70,795.0,63,736,67,0.0410958904109589,0.1,-0.06349206349206349,-0.037641154328732745,0.03869407496977025,0.07421383647798742
4735,59,British Columbia,5931808,Waiwakum 14,111.0,67,First Nations Communities,103.0,65,91.0,57,100,60,0.029850746268656716,0.12307692307692308,-0.05263157894736842,0.07207207207207207,0.11650485436893204,-0.0989010989010989
4738,59,British Columbia,5931813,Bridge River 1,236.0,64,First Nations Communities,208.0,65,214.0,60,131,61,-0.015625,0.07692307692307693,-0.016666666666666666,0.11864406779661017,-0.028846153846153848,0.3878504672897196
4741,59,British Columbia,5931816,Fountain  1,130.0,58,First Nations Communities,165.0,66,159.0,64,158,63,-0.13793103448275862,0.030303030303030304,0.015625,-0.2692307692307692,0.03636363636363636,0.006289308176100629
4746,59,British Columbia,5931821,Lillooet 1,222.0,70,First Nations Communities,195.0,62,197.0,68,188,68,0.11428571428571428,-0.0967741935483871,0.0,0.12162162162162163,-0.010256410256410256,0.04568527918781726
4781,59,British Columbia,5933801,Coldwater 1,349.0,63,First Nations Communities,254.0,63,263.0,62,282,61,0.0,0.015873015873015872,0.016129032258064516,0.2722063037249284,-0.03543307086614173,-0.07224334600760456
4786,59,British Columbia,5933807,Nicola Mameet 1,603.0,63,First Nations Communities,483.0,65,442.0,65,385,64,-0.031746031746031744,0.0,0.015384615384615385,0.19900497512437812,0.08488612836438923,0.12895927601809956
4787,59,British Columbia,5933808,Nooaitch 10,127.0,64,First Nations Communities,120.0,68,119.0,64,121,54,-0.0625,0.058823529411764705,0.15625,0.05511811023622047,0.008333333333333333,-0.01680672268907563
4791,59,British Columbia,5933812,Bonaparte 3,138.0,67,First Nations Communities,127.0,60,129.0,64,122,66,0.1044776119402985,-0.06666666666666667,-0.03125,0.07971014492753623,-0.015748031496062992,0.05426356589147287
4804,59,British Columbia,5933832,Klickkumcheen 18,87.0,66,First Nations Communities,104.0,65,101.0,66,96,60,0.015151515151515152,-0.015384615384615385,0.09090909090909091,-0.19540229885057472,0.028846153846153848,0.04950495049504951
4822,59,British Columbia,5933853,Nuuautin 2,128.0,59,First Nations Communities,118.0,69,119.0,63,123,58,-0.1694915254237288,0.08695652173913043,0.07936507936507936,0.078125,-0.00847457627118644,-0.03361344537815126
4841,59,British Columbia,5933880,Kamloops 1,2577.0,82,First Nations Communities,1786.0,75,1410.0,71,1023,70,0.08536585365853659,0.05333333333333334,0.014084507042253521,0.3069460613116026,0.21052631578947367,0.274468085106383
4846,59,British Columbia,5933887,North Thompson 1,252.0,73,First Nations Communities,236.0,72,237.0,75,220,71,0.0136986301369863,-0.041666666666666664,0.05333333333333334,0.06349206349206349,-0.00423728813559322,0.07172995780590717
4859,59,British Columbia,5935802,Tsinstikeptum  9,5882.0,78,First Nations Communities,5171.0,77,5022.0,73,4545,71,0.01282051282051282,0.05194805194805195,0.0273972602739726,0.12087725263515811,0.028814542641655387,0.09498207885304659
4860,59,British Columbia,5935803,Tsinstikeptum 10,1186.0,82,First Nations Communities,1036.0,81,856.0,81,784,81,0.012195121951219513,0.0,0.0,0.12647554806070826,0.17374517374517376,0.08411214953271028
4872,59,British Columbia,5937801,Okanagan (Part) 1,2604.0,74,First Nations Communities,2192.0,74,1800.0,69,1438,69,0.0,0.06756756756756757,0.0,0.15821812596006143,0.17883211678832117,0.2011111111111111
4874,59,British Columbia,5937803,Priest's Valley 6,598.0,77,First Nations Communities,653.0,76,436.0,73,423,71,0.012987012987012988,0.039473684210526314,0.0273972602739726,-0.09197324414715718,0.332312404287902,0.02981651376146789
4889,59,British Columbia,5939804,Okanagan (Part) 1,69.0,65,First Nations Communities,92.0,68,95.0,61,67,64,-0.046153846153846156,0.10294117647058823,-0.04918032786885246,-0.3333333333333333,-0.03260869565217391,0.29473684210526313
4890,59,British Columbia,5939805,Quaaout 1,234.0,72,First Nations Communities,186.0,71,230.0,69,209,71,0.013888888888888888,0.028169014084507043,-0.028985507246376812,0.20512820512820512,-0.23655913978494625,0.09130434782608696
4911,59,British Columbia,5941801,Alkali Lake 1,353.0,59,First Nations Communities,363.0,59,396.0,58,350,61,0.0,0.01694915254237288,-0.05172413793103448,-0.028328611898016998,-0.09090909090909091,0.11616161616161616
4912,59,British Columbia,5941802,Canim Lake 1,224.0,65,First Nations Communities,243.0,66,232.0,59,231,66,-0.015384615384615385,0.10606060606060606,-0.11864406779661017,-0.08482142857142858,0.04526748971193416,0.004310344827586207
4916,59,British Columbia,5941806,Dog Creek 1,80.0,63,First Nations Communities,109.0,56,100.0,67,88,60,0.1111111111111111,-0.19642857142857142,0.1044776119402985,-0.3625,0.08256880733944955,0.12
4985,59,British Columbia,5943806,Tsulquate 4,491.0,52,First Nations Communities,432.0,43,387.0,45,387,49,0.17307692307692307,-0.046511627906976744,-0.08888888888888889,0.12016293279022404,0.10416666666666667,0.0
